[Gene ID],[Genomic Location (Transcript)],[Product Description],,Start_loc,Stop_loc,LOCUS,STRAND,H_exp,S_exp,CONTIG,Start_TE,Stop_TE,Type,Subtype
CIMG_13051,GG704912:2408612..2409639(+),hypothetical protein,GG704912,2408612,2409639,CIMG_13051,+,0.1923,0.2622,GG704912,2409737,2409917,DNA,TcMar
CIMG_13047,GG704912:2299037..2299357(-),hypothetical protein,GG704912,2297764,2299397,CIMG_13047,-,0.2787,7.8023,GG704912,2299674,2299791,LTR,Gypsy
CIMG_13046,GG704912:2291920..2292875(+),hypothetical protein,GG704912,2291920,2292875,CIMG_13046,+,0,0,GG704912,2280392,2291023,LTR,Gypsy
CIMG_13045,GG704912:2273891..2276155(+),ankyrin repeat-containing SOCS box protein 8,GG704912,2273891,2276155,CIMG_13045,+,1.6007,1.3756,GG704912,2276431,2276576,LTR,Gypsy
CIMG_13044,GG704912:2272370..2272948(+),hypothetical protein,GG704912,2272370,2272948,CIMG_13044,+,0.1097,0.0935,GG704912,2273362,2273571,DNA,TcMar
CIMG_13043,GG704912:2268784..2269731(+),long-chain acyl-CoA synthetase,GG704912,2268720,2270192,CIMG_13043,+,4.1229,2.1637,GG704912,2273362,2273571,DNA,TcMar
CIMG_13018,GG704912:1800630..1801397(-),hypothetical protein,GG704912,1800630,1801397,CIMG_13018,-,0.1586,1.5552,GG704912,1801572,1802206,DNA,TcMar
CIMG_13011,GG704912:1521142..1522140(+),hypothetical protein,GG704912,1521142,1522140,CIMG_13011,+,1.8698,0.3749,GG704912,1524494,1524934,DNA,TcMar
CIMG_13004,GG704912:1252244..1253363(+),hypothetical protein,GG704912,1252244,1253363,CIMG_13004,+,0,0.0298,GG704912,1252279,1261048,LTR,Gypsy
CIMG_13003,GG704912:1251409..1251801(+),hypothetical protein,GG704912,1251409,1251801,CIMG_13003,+,0.155,0.8588,GG704912,1246447,1252277,DNA,hAT
CIMG_13002,GG704912:1249626..1249850(-),hypothetical protein,GG704912,1249626,1249850,CIMG_13002,-,0,0,GG704912,1246447,1252277,DNA,hAT
CIMG_13001,GG704912:1245279..1246223(+),hypothetical protein,GG704912,1245279,1246223,CIMG_13001,+,0,0,GG704912,1244506,1246447,LTR,Gypsy
CIMG_12998,GG704912:1085803..1086129(+),hypothetical protein,GG704912,1085035,1086698,CIMG_12998,+,0.4097,0.3317,GG704912,1084962,1086755,DNA,TcMar
CIMG_12993,GG704912:1004971..1005522(-),hypothetical protein,GG704912,1004835,1005547,CIMG_12993,-,7.5636,3.7873,GG704912,1010041,1010181,DNA,TcMar
CIMG_12992,GG704912:973551..974577(+),hypothetical protein,GG704912,973551,975218,CIMG_12992,+,0.9707,2.4817,GG704912,978251,978307,DNA,TcMar
CIMG_12990,GG704912:959061..961352(-),dynamin GTPase,GG704912,959061,961352,CIMG_12990,-,0.8113,0.9383,GG704912,962318,962617,DNA,TcMar
CIMG_12986,GG704912:937802..938205(-),hypothetical protein,GG704912,937802,938205,CIMG_12986,-,0.4669,1.2932,GG704912,937808,938323,DNA,TcMar
CIMG_12982,GG704912:882239..882972(+),hypothetical protein,GG704912,882239,882972,CIMG_12982,+,0,0,GG704912,882730,889801,LTR,Gypsy
CIMG_12976,GG704912:761026..761984(+),hypothetical protein,GG704912,761026,761984,CIMG_12976,+,0.0362,0.2472,GG704912,762152,762332,DNA,TcMar
CIMG_12960,GG704912:411643..412526(+),hypothetical protein,GG704912,411643,412526,CIMG_12960,+,0,0,GG704912,412102,412256,DNA,TcMar
CIMG_12959,GG704912:405612..407318(-),hypothetical protein,GG704912,405612,407318,CIMG_12959,-,0,0,GG704912,403705,403961,DNA,TcMar
CIMG_12957,GG704912:396466..396726(+),hypothetical protein,GG704912,396466,396726,CIMG_12957,+,0,0,GG704912,396778,403704,LTR,Gypsy
CIMG_12956,GG704912:393844..395046(+),hypothetical protein,GG704912,393844,395046,CIMG_12956,+,0,0.0295,GG704912,396778,403704,LTR,Gypsy
CIMG_12955,GG704912:392571..393282(+),heat shock protein 70,GG704912,392571,393282,CIMG_12955,+,0,0.143,GG704912,391487,391599,DNA,TcMar
CIMG_12954,GG704912:391390..391875(-),hypothetical protein,GG704912,391390,391875,CIMG_12954,-,0,0,GG704912,391487,391599,DNA,TcMar
CIMG_12953,GG704912:385515..386556(-),hypothetical protein,GG704912,385515,386556,CIMG_12953,-,0,0,GG704912,384244,388631,DNA,TcMar
CIMG_12950,GG704912:363042..363639(-),hypothetical protein,GG704912,363042,363639,CIMG_12950,-,0,0,GG704912,363455,370520,DNA,TcMar
CIMG_12949,GG704912:357873..358747(-),hypothetical protein,GG704912,357873,358747,CIMG_12949,-,0.3173,0.631,GG704912,363306,363452,DNA,TcMar
CIMG_12947,GG704912:173264..173602(+),hypothetical protein,GG704912,172586,173828,CIMG_12947,+,6.5848,10.1099,GG704912,176689,176888,LINE,Tad1
CIMG_12944,GG704912:81741..82031(+),hypothetical protein,GG704912,81741,82031,CIMG_12944,+,0,0.3934,GG704912,81306,82090,DNA,TcMar
CIMG_12941,GG704912:61598..62089(+),hypothetical protein,GG704912,61598,62089,CIMG_12941,+,0,0,GG704912,61936,62169,DNA,TcMar
CIMG_12939,GG704912:53320..54027(-),hypothetical protein,GG704912,53320,54027,CIMG_12939,-,0,0,GG704912,52884,53034,DNA,TcMar
CIMG_12938,GG704912:48704..49329(+),hypothetical protein,GG704912,48704,49329,CIMG_12938,+,0.058,0.6924,GG704912,43902,49795,DNA,hAT
CIMG_12935,GG704912:42796..43501(-),heat shock 70kDa protein 8,GG704912,42796,43501,CIMG_12935,-,0,0,GG704912,43902,49795,DNA,hAT
CIMG_12934,GG704912:41459..42286(-),hypothetical protein,GG704912,41459,42286,CIMG_12934,-,0.0474,0.1213,GG704912,43902,49795,DNA,hAT
CIMG_12933,GG704912:35799..36830(-),hypothetical protein,GG704912,35799,36830,CIMG_12933,-,0,0.043,GG704912,35963,37131,DNA.3,0
CIMG_12932,GG704912:15119..16327(-),hypothetical protein,GG704912,15119,16327,CIMG_12932,-,0,0.1905,GG704912,15856,19030,DNA,TcMar
CIMG_12931,GG704912:14171..14788(+),hypothetical protein,GG704912,14171,14788,CIMG_12931,+,0,0.0573,GG704912,11788,15855,DNA,TcMar
CIMG_12930,GG704912:7487..8429(-),hypothetical protein,GG704912,7487,8429,CIMG_12930,-,0,0,GG704912,4437,6912,DNA,hAT
CIMG_12927,GG704911:8476718..8477660(+),hypothetical protein,GG704911,8476718,8477660,CIMG_12927,+,0,0.0362,GG704911,8478235,8480710,DNA,hAT
CIMG_12925,GG704911:8468982..8469593(+),hypothetical protein,GG704911,8468982,8469593,CIMG_12925,+,0,2.2486,GG704911,8469292,8473388,DNA,TcMar
CIMG_12923,GG704911:8451415..8452145(+),hypothetical protein,GG704911,8451415,8452145,CIMG_12923,+,0,0,GG704911,8452406,8454898,DNA,hAT
CIMG_12920,GG704911:8431654..8432286(-),hypothetical protein,GG704911,8431654,8432286,CIMG_12920,-,0,0,GG704911,8432083,8433000,LTR,Gypsy
CIMG_12919,GG704911:8425751..8426979(+),hypothetical protein,GG704911,8425751,8426979,CIMG_12919,+,0,0.0344,GG704911,8426035,8432099,LTR,Gypsy
CIMG_12918,GG704911:8400767..8401409(+),hypothetical protein,GG704911,8400767,8401409,CIMG_12918,+,0,0,GG704911,8397332,8402044,DNA,TcMar
CIMG_12917,GG704911:8399407..8400218(+),hypothetical protein,GG704911,8399407,8400218,CIMG_12917,+,0,0,GG704911,8397332,8402044,DNA,TcMar
CIMG_12916,GG704911:8395201..8396585(+),hypothetical protein,GG704911,8395201,8396585,CIMG_12916,+,0,0.0862,GG704911,8395517,8395699,DNA,MULE-MuDR
CIMG_12914,GG704911:8379615..8380482(-),hypothetical protein,GG704911,8379615,8380482,CIMG_12914,-,0,0.1088,GG704911,8380240,8381144,DNA,TcMar
CIMG_12913,GG704911:8374509..8374736(+),hypothetical protein,GG704911,8374509,8374736,CIMG_12913,+,0,0.6832,GG704911,8374696,8375757,DNA,TcMar
CIMG_12912,GG704911:8336479..8336904(+),hypothetical protein,GG704911,8336479,8336904,CIMG_12912,+,0,0.0692,GG704911,8336883,8341818,LTR,Gypsy
CIMG_12909,GG704911:8269117..8269368(+),hypothetical protein,GG704911,8269117,8269368,CIMG_12909,+,0,0,GG704911,8267837,8267949,DNA,TcMar
CIMG_12907,GG704911:8205517..8206424(+),phosphotransferase enzyme family protein,GG704911,8205517,8206424,CIMG_12907,+,1.1974,0.2267,GG704911,8205203,8205306,LINE,Tad1
CIMG_12897,GG704911:7907832..7908131(+),hypothetical protein,GG704911,7907832,7908131,CIMG_12897,+,5.751,3.4411,GG704911,7911612,7911688,LTR,Gypsy
CIMG_12885,GG704911:7620146..7620861(-),hypothetical protein,GG704911,7620146,7620861,CIMG_12885,-,4.9142,1.1865,GG704911,7624905,7625027,LTR,Gypsy
CIMG_12868,GG704911:7143874..7144430(+),hypothetical protein,GG704911,7143874,7144430,CIMG_12868,+,2.1483,9.9311,GG704911,7141949,7142062,LTR,Gypsy
CIMG_12867,GG704911:7142763..7143131(-),hypothetical protein,GG704911,7142763,7143131,CIMG_12867,-,3.2644,7.9337,GG704911,7141949,7142062,LTR,Gypsy
CIMG_12852,GG704911:6804261..6804539(-),hypothetical protein,GG704911,6803670,6804984,CIMG_12852,-,4.0068,21.7712,GG704911,6805664,6805697,DNA,PiggyBac
CIMG_12849,GG704911:6696750..6697181(-),hypothetical protein,GG704911,6696750,6697181,CIMG_12849,-,2.3896,3.3092,GG704911,6699410,6699468,DNA,TcMar
CIMG_12847,GG704911:6576445..6578042(+),hypothetical protein,GG704911,6576445,6578042,CIMG_12847,+,0,0.0544,GG704911,6577962,6588666,LTR,Gypsy
CIMG_12846,GG704911:6575096..6575586(+),hypothetical protein,GG704911,6575096,6575586,CIMG_12846,+,0,0.4121,GG704911,6575547,6576065,DNA,hAT
CIMG_12845,GG704911:6573450..6574341(-),hypothetical protein,GG704911,6573450,6574341,CIMG_12845,-,0,0.0801,GG704911,6564443,6575512,DNA,hAT
CIMG_12842,GG704911:6564355..6565126(-),hypothetical protein,GG704911,6564355,6565126,CIMG_12842,-,0,0,GG704911,6564443,6575512,DNA,hAT
CIMG_12826,GG704911:6176838..6177492(-),hypothetical protein,GG704911,6176838,6177492,CIMG_12826,-,0,0.1042,GG704911,6175194,6179419,DNA,MULE-MuDR
CIMG_12817,GG704911:6031516..6032780(-),hypothetical protein,GG704911,6031516,6032780,CIMG_12817,-,2.1987,3.9854,GG704911,6035529,6035675,DNA,hAT
CIMG_12807,GG704911:5781615..5782884(+),hypothetical protein,GG704911,5781615,5782884,CIMG_12807,+,0.6914,1.9151,GG704911,5782903,5783009,LTR,Copia
CIMG_12769,GG704911:4129607..4129943(-),hypothetical protein,GG704911,4129607,4129943,CIMG_12769,-,0,0.0972,GG704911,4129786,4130022,DNA,TcMar
CIMG_12753,GG704911:3644799..3645751(+),hypothetical protein,GG704911,3644799,3645751,CIMG_12753,+,1.8062,5.4602,GG704911,3645741,3645830,DNA,TcMar
CIMG_12750,GG704911:3514096..3517842(-),acyl-CoA oxidase,GG704911,3514096,3517842,CIMG_12750,-,0.1336,0.3226,GG704911,3515271,3515340,LTR,Ngaro
CIMG_12749,GG704911:3512954..3513700(-),hypothetical protein,GG704911,3512954,3513700,CIMG_12749,-,8.4429,27.1469,GG704911,3515271,3515340,LTR,Ngaro
CIMG_12742,GG704911:3357838..3358323(+),hypothetical protein,GG704911,3357838,3358323,CIMG_12742,+,6.5634,9.0083,GG704911,3357976,3358307,LTR,Gypsy
CIMG_12741,GG704911:3355726..3356208(+),hypothetical protein,GG704911,3355726,3356208,CIMG_12741,+,16.1487,44.6729,GG704911,3356333,3356411,LTR,Gypsy
CIMG_12734,GG704911:3225268..3225642(-),hypothetical protein,GG704911,3224805,3226374,CIMG_12734,-,0.0917,0.3321,GG704911,3219921,3226987,LTR,Gypsy
CIMG_12733,GG704911:3213434..3213915(-),hypothetical protein,GG704911,3213434,3213915,CIMG_12733,-,0.0715,0.1219,GG704911,3214690,3214744,DNA,hAT
CIMG_12719,GG704911:2945047..2946590(-),hypothetical protein,GG704911,2945047,2946590,CIMG_12719,-,0.2705,1.0268,GG704911,2943667,2943791,LTR,Gypsy
CIMG_12716,GG704911:2913474..2914019(-),hypothetical protein,GG704911,2913474,2914019,CIMG_12716,-,0,0.7767,GG704911,2907872,2914194,LTR,Gypsy
CIMG_12709,GG704911:2328324..2328707(+),hypothetical protein,GG704911,2328324,2328707,CIMG_12709,+,22.2956,5.0036,GG704911,2330209,2330307,LTR,Ngaro
CIMG_12700,GG704911:2173079..2173852(+),hypothetical protein,GG704911,2173079,2173852,CIMG_12700,+,2.1863,0.7212,GG704911,2174013,2174392,LTR,Gypsy
CIMG_12692,GG704911:2010615..2011004(-),hypothetical protein,GG704911,2010615,2011004,CIMG_12692,-,7.9198,7.2257,GG704911,2010252,2010480,LTR,Gypsy
CIMG_12691,GG704911:2008506..2009584(-),hypothetical protein,GG704911,2008506,2009584,CIMG_12691,-,5.9817,14.2294,GG704911,2009571,2010003,LTR,Gypsy
CIMG_12667,GG704911:1621306..1622090(+),hypothetical protein,GG704911,1621306,1622090,CIMG_12667,+,1.4862,1.4776,GG704911,1624076,1624153,LTR,Gypsy
CIMG_12663,GG704911:1564966..1566207(-),hypothetical protein,GG704911,1564966,1566207,CIMG_12663,-,0.2468,2.0736,GG704911,1566463,1566496,DNA,TcMar
CIMG_12662,GG704911:1563039..1564090(-),hypothetical protein,GG704911,1563039,1564090,CIMG_12662,-,0.0447,0.1525,GG704911,1566463,1566496,DNA,TcMar
CIMG_12659,GG704911:1530048..1530424(-),hypothetical protein,GG704911,1529808,1530648,CIMG_12659,-,0.166,0.6013,GG704911,1530909,1536055,LTR,Gypsy
CIMG_12654,GG704911:1447510..1448145(+),hypothetical protein,GG704911,1447510,1448145,CIMG_12654,+,0,0,GG704911,1447922,1449771,LTR,Gypsy
CIMG_12652,GG704911:1427682..1428378(+),hypothetical protein,GG704911,1427682,1428378,CIMG_12652,+,0,0.3532,GG704911,1428348,1429829,DNA,hAT
CIMG_12642,GG704911:1127057..1127620(-),hypothetical protein,GG704911,1127057,1127620,CIMG_12642,-,0.0868,0,GG704911,1127525,1127742,DNA,TcMar
CIMG_12631,GG704911:983331..984011(+),hypothetical protein,GG704911,983331,984011,CIMG_12631,+,0,0,GG704911,984318,984467,DNA,TcMar
CIMG_12627,GG704911:960507..961933(+),hypothetical protein,GG704911,960507,961933,CIMG_12627,+,0,0.1918,GG704911,959373,963447,LTR,Gypsy
CIMG_12625,GG704911:951729..952231(+),hypothetical protein,GG704911,951729,952231,CIMG_12625,+,0,2.412,GG704911,951216,952412,LTR,Gypsy
CIMG_12624,GG704911:947821..948174(+),hypothetical protein,GG704911,947821,948174,CIMG_12624,+,0,0,GG704911,947438,951215,LTR,Gypsy
CIMG_12620,GG704911:836495..836779(+),hypothetical protein,GG704911,835956,836951,CIMG_12620,+,3.1934,2.4715,GG704911,837517,837573,LTR,Copia
CIMG_12613,GG704911:586701..587486(-),hypothetical protein,GG704911,586701,587486,CIMG_12613,-,0,0.5495,GG704911,582702,588210,LTR,Gypsy
CIMG_12612,GG704911:577092..577993(+),hypothetical protein,GG704911,577092,577993,CIMG_12612,+,0.1302,2.885,GG704911,576891,578534,DNA,hAT
CIMG_12611,GG704911:576193..576462(+),hypothetical protein,GG704911,575884,576692,CIMG_12611,+,0.0753,1.6368,GG704911,572802,578539,DNA,MULE-MuDR
CIMG_12607,GG704911:519869..520381(+),hypothetical protein,GG704911,519869,520381,CIMG_12607,+,0.2571,0.1095,GG704911,510018,520798,DNA,hAT
CIMG_12603,GG704911:504800..505710(+),hypothetical protein,GG704911,504800,505710,CIMG_12603,+,0,0.1036,GG704911,501098,504291,LTR,Gypsy
CIMG_12600,GG704911:490022..490729(+),hypothetical protein,GG704911,490022,490729,CIMG_12600,+,0,0,GG704911,490519,501096,LTR,Gypsy
CIMG_12598,GG704911:473694..474170(-),hypothetical protein,GG704911,473694,474170,CIMG_12598,-,0.0638,0.4899,GG704911,473849,477576,DNA,hAT
CIMG_12594,GG704911:420840..421848(-),hypothetical protein,GG704911,420840,421848,CIMG_12594,-,0,0,GG704911,421830,423717,LTR,Gypsy
CIMG_12592,GG704911:413568..414474(+),hypothetical protein,GG704911,413568,414474,CIMG_12592,+,0.1204,0.2736,GG704911,409160,414951,DNA,hAT
CIMG_12591,GG704911:402942..403449(+),hypothetical protein,GG704911,402942,403449,CIMG_12591,+,0,0,GG704911,404669,404851,DNA,MULE-MuDR
CIMG_12590,GG704911:399769..401015(-),hypothetical protein,GG704911,399769,401015,CIMG_12590,-,0,0.0474,GG704911,397447,397597,DNA,TcMar
CIMG_12585,GG704911:275589..276080(-),hypothetical protein,GG704911,275589,276080,CIMG_12585,-,0,0.0786,GG704911,269537,276653,DNA,hAT
CIMG_12584,GG704911:272837..273034(-),hypothetical protein,GG704911,272837,273034,CIMG_12584,-,0,0.2622,GG704911,269537,276653,DNA,hAT
CIMG_12583,GG704911:267882..268358(-),hypothetical protein,GG704911,267882,268358,CIMG_12583,-,0,0,GG704911,261524,269109,LTR,Gypsy
CIMG_12582,GG704911:266746..267182(-),hypothetical protein,GG704911,266746,267182,CIMG_12582,-,0,0.0848,GG704911,261524,269109,LTR,Gypsy
CIMG_12580,GG704911:242284..243255(+),serine/threonine protein kinase,GG704911,242242,243642,CIMG_12580,+,28.9023,33.1375,GG704911,245656,250587,LTR,Gypsy
CIMG_12579,GG704911:240059..241519(-),hypothetical protein,GG704911,240059,242003,CIMG_12579,-,0.4897,2.2059,GG704911,236582,238912,DNA,TcMar
CIMG_12576,GG704911:215462..216389(-),hypothetical protein,GG704911,215462,216389,CIMG_12576,-,0.0608,1.3474,GG704911,215491,220744,DNA,hAT
CIMG_12575,GG704911:209747..210352(+),hypothetical protein,GG704911,209747,210352,CIMG_12575,+,0,0,GG704911,208283,212117,DNA,hAT
CIMG_12574,GG704911:208239..208634(-),hypothetical protein,GG704911,208239,208634,CIMG_12574,-,0.4616,0.5901,GG704911,208283,212117,DNA,hAT
CIMG_12571,GG704911:126558..127090(-),hypothetical protein,GG704911,126558,127090,CIMG_12571,-,2.7301,4.7463,GG704911,128294,128384,DNA,TcMar
CIMG_12570,GG704911:105364..106958(+),hypothetical protein,GG704911,105364,106958,CIMG_12570,+,0,0,GG704911,106819,112162,LTR,Gypsy
CIMG_12569,GG704911:75174..78025(-),C2H2 finger domain-containing protein,GG704911,75174,78025,CIMG_12569,-,0,0.24,GG704911,78257,80550,LTR,Gypsy
CIMG_12568,GG704911:63480..63887(+),hypothetical protein,GG704911,63480,63887,CIMG_12568,+,0.0806,0.3434,GG704911,64604,64787,DNA,TcMar
CIMG_12561,GG704911:30073..30612(-),hypothetical protein,GG704911,30073,30612,CIMG_12561,-,0,0.048,GG704911,27485,29615,DNA,hAT
CIMG_12548,GG704911:374286..374556(-),hypothetical protein,GG704911,373693,374592,CIMG_12548,-,0.036,0.3994,GG704911,375935,376134,DNA,TcMar
CIMG_12485,GG704915:553346..553720(+),hypothetical protein,GG704915,553346,553720,CIMG_12485,+,0.8044,2.9135,GG704915,557850,563312,LTR,Copia
CIMG_12459,GG704915:329594..330105(-),hypothetical protein,GG704915,329517,331202,CIMG_12459,-,13.0892,3.5018,GG704915,334970,341213,LTR,Gypsy
CIMG_12441,GG704912:138781..139555(-),hypothetical protein,GG704912,138781,139555,CIMG_12441,-,1.1524,3.4374,GG704912,141964,142136,DNA,hAT
CIMG_12381,GG704915:3248278..3249246(+),hypothetical protein,GG704915,3248278,3249246,CIMG_12381,+,3.6159,7.5832,GG704915,3249433,3249782,DNA,TcMar
CIMG_12358,GG704915:2996825..2997267(+),hypothetical protein,GG704915,2996785,2997525,CIMG_12358,+,0.9476,14.0526,GG704915,2997673,2997727,DNA,TcMar
CIMG_12346,GG704915:2856675..2857007(-),PHD finger-like domain-containing protein 5B,GG704915,2855873,2857060,CIMG_12346,-,4.4877,2.9029,GG704915,2857225,2857328,LTR,Gypsy
CIMG_12312,GG704915:2303793..2305100(+),increased rDNA silencing protein 4,GG704915,2303727,2305157,CIMG_12312,+,44.5844,47.3759,GG704915,2309262,2309318,DNA,TcMar
CIMG_12296,GG704915:2115599..2116784(+),hypothetical protein,GG704915,2115599,2116784,CIMG_12296,+,1.7535,4.8567,GG704915,2120241,2120353,LTR,Gypsy
CIMG_12254,GG704915:1620323..1621361(+),F1F0 ATP synthase assembly protein Atp10,GG704915,1620298,1621579,CIMG_12254,+,2.7352,2.7842,GG704915,1624125,1624368,DNA,TcMar
CIMG_12217,GG704913:530141..531131(-),serine/threonine protein kinase,GG704913,530141,531131,CIMG_12217,-,0.7115,2.0948,GG704913,533697,534011,DNA,TcMar
CIMG_12180,GG704913:1224808..1225017(+),hypothetical protein,GG704913,1223961,1225021,CIMG_12180,+,0.3012,3.5946,GG704913,1224302,1224398,DNA,TcMar
CIMG_12165,GG704913:1333680..1334588(+),hypothetical protein,GG704913,1333680,1334588,CIMG_12165,+,0,0.5193,GG704913,1337741,1338909,DNA,TcMar
CIMG_12136,GG704913:1692507..1693033(+),hypothetical protein,GG704913,1692507,1693033,CIMG_12136,+,0.7522,1.731,GG704913,1692558,1692663,DNA,TcMar
CIMG_12130,GG704913:1841939..1842460(+),hypothetical protein,GG704913,1841470,1843227,CIMG_12130,+,0.0215,11.8524,GG704913,1840023,1841222,LTR,Gypsy
CIMG_12127,GG704913:1872909..1873780(+),hypothetical protein,GG704913,1872909,1873780,CIMG_12127,+,19.836,43.7823,GG704913,1875932,1876031,DNA,TcMar
CIMG_12126,GG704913:1873956..1874385(+),hypothetical protein,GG704913,1873956,1874385,CIMG_12126,+,1.2896,0.206,GG704913,1875932,1876031,DNA,TcMar
CIMG_12125,GG704913:1879384..1880613(+),serine/threonine protein kinase,GG704913,1878985,1881215,CIMG_12125,+,38.8397,88.5328,GG704913,1878898,1878942,DNA,TcMar
CIMG_12119,GG704913:1904830..1905202(+),hypothetical protein,GG704913,1904165,1905401,CIMG_12119,+,5.7262,2.6241,GG704913,1907648,1918278,LTR,Gypsy
CIMG_12094,GG704913:2243781..2244138(+),hypothetical protein,GG704913,2243781,2244138,CIMG_12094,+,432.0602,17.2058,GG704913,2248482,2248551,LTR,Copia
CIMG_12075,GG704913:2425095..2426626(+),F-box domain-containing protein,GG704913,2425028,2426644,CIMG_12075,+,0.4195,0.5107,GG704913,2428263,2433573,LTR,Copia
CIMG_12056,GG704913:2570351..2572258(-),glucosyltransferase,GG704913,2569784,2572258,CIMG_12056,-,0.2723,0.3205,GG704913,2572921,2573252,LTR,Copia
CIMG_11964,GG704912:5204426..5205357(+),hypothetical protein,GG704912,5204426,5205357,CIMG_11964,+,0,0,GG704912,5208436,5209312,DNA,TcMar
CIMG_11953,GG704912:5103412..5105026(+),hypothetical protein,GG704912,5103412,5105177,CIMG_11953,+,1.0246,3.6245,GG704912,5105084,5105165,LTR,Gypsy
CIMG_11944,GG704912:5055403..5055913(-),hypothetical protein,GG704912,5055403,5055913,CIMG_11944,-,2.1987,5.1751,GG704912,5056852,5056887,DNA,hAT
CIMG_11931,GG704912:4936419..4937586(-),FK506 suppressor Sfk1,GG704912,4936419,4938183,CIMG_11931,-,0.8788,4.3513,GG704912,4939930,4940084,DNA,TcMar
CIMG_11926,GG704912:4871607..4873224(+),C2H2 finger domain-containing protein,GG704912,4871396,4873337,CIMG_11926,+,42.5091,53.7166,GG704912,4869155,4869253,LTR,Ngaro
CIMG_11924,GG704912:4781989..4783351(-),CMGC/SRPK protein kinase,GG704912,4781989,4784033,CIMG_11924,-,5.7428,31.7719,GG704912,4780426,4780826,DNA,TcMar
CIMG_11923,GG704912:4780846..4781280(-),hypothetical protein,GG704912,4780651,4781786,CIMG_11923,-,0.3388,0.7459,GG704912,4780426,4780826,DNA,TcMar
CIMG_11902,GG704912:4341662..4342111(-),hypothetical protein,GG704912,4341662,4342111,CIMG_11902,-,1.5045,5.193,GG704912,4344590,4344816,LTR,Gypsy
